chromosome	position 1	position 2	replicate 1.1	replicate 1.2	replicate 1.3	replicate 2.1	replicate 2.2	replicate 2.3
18	24000000	35000000	476	305	343	338	178	434
18	24000000	35500000	405	255	281	355	182	383
18	24000000	36000000	434	301	320	321	172	360
18	24000000	36500000	321	277	271	222	133	334
18	24000000	37000000	334	319	239	274	136	397
18	24000000	37500000	202	196	152	173	93	216
18	24000000	38000000	210	161	122	188	86	213
18	24000000	38500000	371	242	220	268	140	319
18	24000000	39000000	305	271	224	285	160	333
18	24000000	39500000	207	196	162	175	97	252
18	24000000	40000000	259	152	193	214	116	224
18	24000000	40500000	169	162	148	153	72	215
18	24000000	41000000	269	217	188	219	131	304
18	24000000	41500000	227	184	168	187	98	269
18	24000000	42000000	131	146	93	93	67	155
18	24000000	42500000	85	75	82	102	58	127
18	24000000	43000000	95	89	65	128	70	130
18	24000000	43500000	94	89	69	128	54	165
18	24000000	44000000	94	61	49	109	44	153
18	24000000	44500000	40	58	50	88	38	119
18	24000000	45000000	68	62	45	69	44	94
18	24000000	45500000	74	59	43	91	48	101
18	24000000	46000000	72	61	32	95	35	131
18	24000000	46500000	92	70	57	82	41	108
18	24000000	47000000	98	64	60	123	56	141
18	24000000	47500000	132	95	102	120	71	176
18	24000000	48000000	125	82	84	109	64	139
18	24000000	48500000	36	46	28	56	16	57
18	24000000	49000000	44	51	27	47	29	61
18	24000000	49500000	65	66	39	87	35	95
18	24000000	50000000	37	37	19	49	28	63
18	24000000	50500000	25	29	20	33	15	28
18	24000000	51000000	86	90	66	68	40	114
18	24000000	51500000	137	118	94	140	73	211
18	24000000	52000000	80	81	58	112	42	115
18	24000000	52500000	102	101	65	118	55	143
18	24000000	53000000	116	105	89	156	50	176
18	24000000	53500000	90	68	61	113	44	136
18	24000000	54000000	90	50	25	92	29	85
18	24000000	54500000	85	66	47	71	39	109
18	24000000	55000000	89	66	52	79	44	109
18	24000000	55500000	38	41	28	37	6	42
18	24500000	24500000	8297	6590	7829	2894	3350	6573
18	24500000	25000000	5951	4647	5042	2534	2398	4718
18	24500000	25500000	2603	2166	2074	1252	875	1992
18	24500000	26000000	1868	1454	1397	1093	762	1527
18	24500000	26500000	1400	750	1027	859	550	1209
18	24500000	27000000	1114	553	801	739	429	937
18	24500000	27500000	1165	620	870	700	441	945
18	24500000	28000000	1106	913	864	632	415	993
18	24500000	28500000	1115	873	878	635	435	936
18	24500000	29000000	601	504	446	344	233	490
18	24500000	29500000	637	521	486	424	278	599
18	24500000	30000000	669	397	482	365	271	551
18	24500000	30500000	524	367	421	353	233	493
18	24500000	31000000	464	353	332	304	207	421
18	24500000	31500000	512	307	413	342	217	421
18	24500000	32000000	524	384	426	328	198	497
18	24500000	32500000	490	343	351	298	180	389
18	24500000	33000000	498	451	354	318	178	413
18	24500000	33500000	403	404	366	306	205	393
18	24500000	34000000	479	412	358	388	223	483
18	24500000	34500000	477	357	323	327	199	454
18	24500000	35000000	478	356	351	334	212	437
18	24500000	35500000	451	275	317	299	190	444
18	24500000	36000000	452	359	343	302	202	396
18	24500000	36500000	382	348	282	271	130	335
18	24500000	37000000	411	367	296	294	166	397
18	24500000	37500000	296	265	208	217	121	287
18	24500000	38000000	246	220	199	232	115	279
18	24500000	38500000	356	281	291	290	180	395
18	24500000	39000000	352	308	231	261	144	392
18	24500000	39500000	266	234	189	191	131	295
18	24500000	40000000	325	220	209	214	142	301
18	24500000	40500000	218	231	171	176	119	250
18	24500000	41000000	312	252	223	237	130	330
18	24500000	41500000	264	202	208	224	114	305
18	24500000	42000000	179	202	101	131	91	191
18	24500000	42500000	123	124	90	128	67	171
18	24500000	43000000	106	103	84	141	70	165
18	24500000	43500000	109	109	87	142	108	210
18	24500000	44000000	105	86	59	131	60	185
18	24500000	44500000	91	83	59	122	49	165
18	24500000	45000000	81	89	70	100	42	133
18	24500000	45500000	81	69	59	105	46	140
18	24500000	46000000	111	108	53	124	53	148
18	24500000	46500000	92	111	70	111	76	170
18	24500000	47000000	110	112	81	108	75	177
18	24500000	47500000	138	128	111	147	84	184
18	24500000	48000000	102	90	104	125	70	152
18	24500000	48500000	58	43	35	59	21	72
18	24500000	49000000	47	51	45	69	36	99
18	24500000	49500000	82	67	58	83	53	130
18	24500000	50000000	66	67	47	67	40	73
18	24500000	50500000	45	51	28	37	19	44
18	24500000	51000000	104	94	59	105	38	133
18	24500000	51500000	155	134	127	148	97	204
18	24500000	52000000	94	137	76	135	63	134
18	24500000	52500000	142	138	92	141	75	182
18	24500000	53000000	125	111	92	170	74	200
18	24500000	53500000	100	99	92	115	51	150
18	24500000	54000000	81	63	59	91	51	130
18	24500000	54500000	107	106	86	107	48	148
18	24500000	55000000	81	98	65	100	56	128
18	24500000	55500000	48	45	38	42	23	46
18	25000000	25000000	9308	6924	8886	3039	3745	6981
18	25000000	25500000	6597	5029	5481	2824	2373	4892
18	25000000	26000000	2931	2276	2332	1673	1190	2485
18	25000000	26500000	1885	982	1518	1155	698	1445
18	25000000	27000000	1616	684	1185	851	545	1266
18	25000000	27500000	1512	798	1151	801	527	1183
18	25000000	28000000	1459	1093	1055	823	548	1239
18	25000000	28500000	1360	1033	1132	727	512	1209
18	25000000	29000000	850	644	657	441	320	701
18	25000000	29500000	920	650	641	533	338	767
18	25000000	30000000	805	466	574	465	282	610
18	25000000	30500000	638	412	455	382	232	557
18	25000000	31000000	598	390	408	393	206	500
18	25000000	31500000	708	401	472	404	231	589
18	25000000	32000000	606	396	486	397	242	534
18	25000000	32500000	548	337	407	320	202	433
18	25000000	33000000	525	493	362	328	223	492
18	25000000	33500000	459	422	324	317	185	452
18	25000000	34000000	559	427	420	386	245	510
18	25000000	34500000	462	320	376	320	205	425
18	25000000	35000000	473	317	333	316	176	422
18	25000000	35500000	479	278	340	302	179	356
18	25000000	36000000	439	348	355	302	194	439
18	25000000	36500000	427	367	349	308	226	405
18	25000000	37000000	445	348	280	297	187	471
18	25000000	37500000	333	297	230	263	142	361
18	25000000	38000000	324	262	185	250	142	326
18	25000000	38500000	423	285	298	315	180	499
18	25000000	39000000	412	298	273	292	158	409
18	25000000	39500000	304	262	244	247	160	346
18	25000000	40000000	313	244	226	246	137	337
18	25000000	40500000	273	229	170	195	106	252
18	25000000	41000000	298	285	216	239	161	331
18	25000000	41500000	268	214	178	237	146	300
18	25000000	42000000	207	208	149	131	94	242
18	25000000	42500000	138	123	105	136	77	190
18	25000000	43000000	129	150	89	156	101	182
18	25000000	43500000	133	135	82	165	93	253
18	25000000	44000000	117	108	79	134	92	185
18	25000000	44500000	106	81	67	99	59	176
18	25000000	45000000	102	86	57	115	66	145
18	25000000	45500000	89	83	58	103	62	162
18	25000000	46000000	83	101	61	155	59	159
18	25000000	46500000	95	109	91	120	70	171
18	25000000	47000000	116	102	84	143	66	161
18	25000000	47500000	166	126	97	164	69	209
18	25000000	48000000	104	86	86	117	72	166
18	25000000	48500000	53	60	53	70	47	95
18	25000000	49000000	51	68	48	68	31	92
18	25000000	49500000	80	67	76	111	44	136
18	25000000	50000000	68	59	33	60	34	85
18	25000000	50500000	40	48	32	58	21	55
18	25000000	51000000	117	105	79	103	57	130
18	25000000	51500000	163	131	121	137	90	203
18	25000000	52000000	124	110	97	160	81	148
18	25000000	52500000	125	126	94	177	73	208
18	25000000	53000000	149	126	75	172	66	232
18	25000000	53500000	99	98	85	137	59	173
18	25000000	54000000	109	94	68	113	55	153
18	25000000	54500000	111	132	65	127	46	144
18	25000000	55000000	78	93	72	108	56	131
18	25000000	55500000	60	45	46	46	22	54
18	25500000	25500000	8069	6163	7731	3004	3077	6153
18	25500000	26000000	5631	4059	4562	2555	1986	4209
18	25500000	26500000	2398	1205	1918	1077	715	1692
18	25500000	27000000	1665	692	1450	854	502	1246
18	25500000	27500000	1546	799	1240	765	450	1190
18	25500000	28000000	1543	1136	1183	846	565	1191
18	25500000	28500000	1417	1035	1121	748	496	1179
18	25500000	29000000	1170	930	911	690	460	975
18	25500000	29500000	1117	818	817	629	442	986
18	25500000	30000000	704	440	564	426	265	596
18	25500000	30500000	619	400	432	402	218	534
18	25500000	31000000	603	453	486	396	230	590
18	25500000	31500000	695	447	477	445	295	603
18	25500000	32000000	576	354	435	400	246	526
18	25500000	32500000	561	340	366	380	232	532
18	25500000	33000000	558	494	429	380	262	591
18	25500000	33500000	410	393	323	344	168	451
18	25500000	34000000	551	399	384	341	196	504
18	25500000	34500000	411	259	288	307	163	423
18	25500000	35000000	397	278	281	255	146	352
18	25500000	35500000	342	210	283	235	132	335
18	25500000	36000000	402	285	306	283	156	331
18	25500000	36500000	487	409	334	310	206	468
18	25500000	37000000	480	432	312	341	218	461
18	25500000	37500000	437	345	252	275	173	391
18	25500000	38000000	362	319	280	282	187	380
18	25500000	38500000	403	285	246	308	149	421
18	25500000	39000000	355	293	242	248	163	333
18	25500000	39500000	334	313	210	251	150	346
18	25500000	40000000	321	262	231	252	190	363
18	25500000	40500000	295	262	213	241	135	284
18	25500000	41000000	280	228	198	254	140	309
18	25500000	41500000	227	196	165	205	108	260
18	25500000	42000000	257	247	189	221	97	270
18	25500000	42500000	200	163	115	176	96	213
18	25500000	43000000	137	154	83	159	101	219
18	25500000	43500000	177	143	128	188	108	259
18	25500000	44000000	133	126	88	150	73	191
18	25500000	44500000	120	128	96	139	79	178
18	25500000	45000000	102	92	79	130	70	184
18	25500000	45500000	93	88	79	138	73	156
18	25500000	46000000	111	133	95	154	78	176
18	25500000	46500000	140	118	72	151	88	225
18	25500000	47000000	117	104	90	131	76	168
18	25500000	47500000	138	103	98	162	96	180
18	25500000	48000000	103	85	77	101	67	125
18	25500000	48500000	84	84	54	85	50	94
18	25500000	49000000	71	62	47	111	53	100
18	25500000	49500000	78	80	70	107	55	123
18	25500000	50000000	71	74	56	107	36	89
18	25500000	50500000	69	91	50	101	32	91
18	25500000	51000000	119	123	77	145	50	152
18	25500000	51500000	151	153	102	140	87	142
18	25500000	52000000	136	125	104	147	62	193
18	25500000	52500000	137	162	106	166	80	216
18	25500000	53000000	107	111	78	147	69	167
18	25500000	53500000	121	105	90	148	76	155
18	25500000	54000000	128	92	88	129	64	151
18	25500000	54500000	121	113	75	147	63	157
18	25500000	55000000	121	97	83	121	66	119
18	25500000	55500000	86	79	48	60	31	79
18	26000000	26000000	7913	4947	7415	2819	2819	5631
18	26000000	26500000	5953	2690	5024	2600	2022	4300
18	26000000	27000000	3420	1347	2808	1677	1092	2464
18	26000000	27500000	2887	1329	2358	1419	998	2204
18	26000000	28000000	2321	1496	1743	1223	783	1713
18	26000000	28500000	2027	1375	1550	1096	737	1650
18	26000000	29000000	1239	901	949	637	456	907
18	26000000	29500000	1210	862	944	636	444	990
18	26000000	30000000	844	496	640	557	320	693
18	26000000	30500000	662	460	480	475	302	595
18	26000000	31000000	636	431	427	402	236	536
18	26000000	31500000	747	457	508	455	280	627
18	26000000	32000000	768	388	518	452	295	592
18	26000000	32500000	611	367	444	397	234	511
18	26000000	33000000	615	494	474	399	231	528
18	26000000	33500000	530	413	329	371	238	471
18	26000000	34000000	617	395	437	394	282	589
18	26000000	34500000	506	315	319	345	206	457
18	26000000	35000000	431	297	325	367	222	428
18	26000000	35500000	434	209	333	380	183	442
18	26000000	36000000	423	293	346	353	193	416
18	26000000	36500000	413	373	334	298	198	405
18	26000000	37000000	447	348	303	392	194	448
18	26000000	37500000	363	284	241	269	128	312
18	26000000	38000000	328	249	221	259	132	320
18	26000000	38500000	459	252	266	329	184	400
18	26000000	39000000	352	256	229	291	150	376
18	26000000	39500000	273	209	195	222	123	300
18	26000000	40000000	316	207	185	261	126	343
18	26000000	40500000	278	209	193	210	105	259
18	26000000	41000000	303	244	212	260	136	331
18	26000000	41500000	237	177	162	199	98	250
18	26000000	42000000	233	182	171	185	86	214
18	26000000	42500000	166	133	86	148	76	186
18	26000000	43000000	145	140	88	156	62	204
18	26000000	43500000	128	132	84	155	108	210
18	26000000	44000000	125	82	65	138	57	189
18	26000000	44500000	93	79	57	139	55	173
18	26000000	45000000	98	86	77	111	38	142
18	26000000	45500000	85	78	62	98	55	146
18	26000000	46000000	103	73	59	116	46	132
18	26000000	46500000	112	88	78	114	55	136
18	26000000	47000000	107	94	82	124	65	165
18	26000000	47500000	139	103	79	135	65	154
18	26000000	48000000	120	52	59	110	49	120
18	26000000	48500000	71	56	51	60	37	89
18	26000000	49000000	60	56	40	68	34	82
18	26000000	49500000	73	79	45	101	49	126
18	26000000	50000000	56	53	38	73	40	80
18	26000000	50500000	59	52	29	48	29	62
18	26000000	51000000	98	105	82	129	53	139
18	26000000	51500000	168	102	106	161	79	168
18	26000000	52000000	98	99	95	113	51	138
18	26000000	52500000	117	102	79	136	67	162
18	26000000	53000000	109	115	82	138	54	180
18	26000000	53500000	113	89	67	131	63	155
18	26000000	54000000	82	70	73	79	44	122
18	26000000	54500000	116	90	70	103	49	126
18	26000000	55000000	88	92	77	101	48	140
18	26000000	55500000	48	61	54	45	19	59
18	26500000	26500000	6224	1897	5540	2313	2377	4764
18	26500000	27000000	5016	1363	4181	2291	1768	3642
18	26500000	27500000	3381	1175	2795	1683	1164	2709
18	26500000	28000000	2164	981	1636	1147	745	1752
18	26500000	28500000	1931	1015	1518	1012	756	1531
18	26500000	29000000	869	456	673	445	248	674
18	26500000	29500000	874	468	647	540	332	788
18	26500000	30000000	836	343	609	568	342	771
18	26500000	30500000	610	307	454	472	282	590
18	26500000	31000000	560	232	377	408	218	457
18	26500000	31500000	614	240	478	396	244	528
18	26500000	32000000	681	236	473	409	261	603
18	26500000	32500000	523	204	353	316	208	433
18	26500000	33000000	464	278	318	308	198	401
18	26500000	33500000	451	208	315	320	205	424
18	26500000	34000000	472	241	367	387	232	508
18	26500000	34500000	428	222	294	360	192	489
18	26500000	35000000	462	196	283	370	218	487
18	26500000	35500000	432	189	298	392	215	502
18	26500000	36000000	423	183	331	324	190	427
18	26500000	36500000	316	185	269	281	148	358
18	26500000	37000000	336	232	252	309	162	352
18	26500000	37500000	230	135	154	192	90	267
18	26500000	38000000	216	97	147	164	104	228
18	26500000	38500000	340	141	227	262	154	405
18	26500000	39000000	295	157	210	219	145	343
18	26500000	39500000	246	139	146	200	98	230
18	26500000	40000000	250	124	178	212	103	229
18	26500000	40500000	175	107	117	113	63	177
18	26500000	41000000	226	138	140	202	121	253
18	26500000	41500000	211	106	125	204	94	245
18	26500000	42000000	143	98	94	120	55	158
18	26500000	42500000	109	53	66	111	53	127
18	26500000	43000000	94	63	65	111	57	137
18	26500000	43500000	81	69	53	124	71	147
18	26500000	44000000	63	40	43	113	46	142
18	26500000	44500000	75	40	43	75	46	101
18	26500000	45000000	59	35	46	63	36	73
18	26500000	45500000	57	34	34	105	40	115
18	26500000	46000000	75	43	44	81	33	100
18	26500000	46500000	81	52	45	92	44	123
18	26500000	47000000	74	53	41	110	48	125
18	26500000	47500000	85	56	64	126	49	129
18	26500000	48000000	92	47	55	104	49	115
18	26500000	48500000	40	27	35	48	23	54
18	26500000	49000000	38	30	19	52	22	55
18	26500000	49500000	50	38	38	70	29	82
18	26500000	50000000	41	24	28	39	26	46
18	26500000	50500000	32	24	18	36	7	27
18	26500000	51000000	79	43	59	102	39	105
18	26500000	51500000	123	74	70	149	73	159
18	26500000	52000000	75	47	62	86	39	97
18	26500000	52500000	92	53	54	105	51	132
18	26500000	53000000	89	51	62	136	59	176
18	26500000	53500000	79	50	50	103	53	117
18	26500000	54000000	77	29	42	82	46	87
18	26500000	54500000	80	58	43	56	36	86
18	26500000	55000000	72	47	49	100	37	84
18	26500000	55500000	33	23	15	41	15	29
18	27000000	27000000	5088	1270	4776	1997	1897	3809
18	27000000	27500000	4441	1271	3866	2224	1657	3406
18	27000000	28000000	2315	886	1837	1256	737	1725
18	27000000	28500000	1960	825	1614	1048	772	1536
18	27000000	29000000	821	408	610	426	273	585
18	27000000	29500000	818	350	624	517	322	750
18	27000000	30000000	856	290	680	539	337	690
18	27000000	30500000	630	245	486	452	243	567
18	27000000	31000000	530	230	397	369	193	473
18	27000000	31500000	573	212	447	377	195	528
18	27000000	32000000	567	202	492	402	217	518
18	27000000	32500000	487	189	351	302	170	395
18	27000000	33000000	437	222	324	269	152	391
18	27000000	33500000	405	185	313	310	181	387
18	27000000	34000000	469	198	332	337	233	466
18	27000000	34500000	448	182	283	366	212	413
18	27000000	35000000	419	163	302	366	223	481
18	27000000	35500000	423	142	300	370	203	432
18	27000000	36000000	411	175	266	325	168	377
18	27000000	36500000	316	152	218	244	112	300
18	27000000	37000000	300	164	209	290	123	355
18	27000000	37500000	180	101	158	166	80	231
18	27000000	38000000	166	102	129	160	93	202
18	27000000	38500000	293	113	217	237	118	326
18	27000000	39000000	284	124	193	253	143	298
18	27000000	39500000	206	90	129	184	73	222
18	27000000	40000000	235	73	150	187	101	220
18	27000000	40500000	169	86	84	127	70	124
18	27000000	41000000	215	116	149	195	100	268
18	27000000	41500000	189	92	121	205	96	231
18	27000000	42000000	92	60	73	105	47	143
18	27000000	42500000	97	47	48	99	48	107
18	27000000	43000000	104	46	59	95	55	136
18	27000000	43500000	90	48	46	113	62	147
18	27000000	44000000	54	30	47	89	39	111
18	27000000	44500000	59	27	31	82	45	106
18	27000000	45000000	46	23	35	63	33	84
18	27000000	45500000	48	26	38	83	35	91
18	27000000	46000000	55	33	39	60	30	76
18	27000000	46500000	56	31	39	62	45	97
18	27000000	47000000	65	39	31	92	55	82
18	27000000	47500000	89	46	69	108	42	117
18	27000000	48000000	71	30	55	110	44	93
18	27000000	48500000	34	16	21	40	14	40
18	27000000	49000000	26	17	21	37	15	55
18	27000000	49500000	48	29	34	59	19	55
18	27000000	50000000	44	19	28	37	15	54
18	27000000	50500000	24	17	12	30	10	26
18	27000000	51000000	64	37	48	90	29	66
18	27000000	51500000	113	52	93	113	51	156
18	27000000	52000000	83	42	49	87	31	80
18	27000000	52500000	78	35	59	92	37	111
18	27000000	53000000	98	43	57	97	45	146
18	27000000	53500000	58	43	48	100	52	92
18	27000000	54000000	55	28	32	69	27	70
18	27000000	54500000	47	38	51	80	38	87
18	27000000	55000000	68	29	49	68	37	70
18	27000000	55500000	29	16	20	25	15	17
18	27500000	27500000	5548	1758	5046	2053	2153	4100
18	27500000	28000000	3730	1742	2964	1927	1472	2988
18	27500000	28500000	2866	1530	2444	1470	1197	2297
18	27500000	29000000	1018	529	821	527	317	810
18	27500000	29500000	981	524	749	615	419	911
18	27500000	30000000	999	443	756	651	401	910
18	27500000	30500000	749	322	530	502	328	693
18	27500000	31000000	587	270	467	415	256	541
18	27500000	31500000	708	330	519	485	253	638
18	27500000	32000000	744	307	516	426	279	600
18	27500000	32500000	543	232	363	359	201	433
18	27500000	33000000	528	281	386	288	218	426
18	27500000	33500000	425	281	297	330	196	420
18	27500000	34000000	501	239	374	379	277	533
18	27500000	34500000	508	212	335	396	243	538
18	27500000	35000000	493	243	312	427	248	530
18	27500000	35500000	501	176	359	355	250	539
18	27500000	36000000	456	195	340	331	217	427
18	27500000	36500000	279	164	239	249	118	334
18	27500000	37000000	312	201	250	311	165	358
18	27500000	37500000	215	122	135	210	85	274
18	27500000	38000000	199	104	150	172	83	196
18	27500000	38500000	322	158	195	277	141	369
18	27500000	39000000	277	149	202	239	133	292
18	27500000	39500000	227	114	147	187	98	213
18	27500000	40000000	226	111	165	182	105	255
18	27500000	40500000	169	107	118	159	61	190
18	27500000	41000000	276	153	168	208	120	256
18	27500000	41500000	207	127	139	194	98	251
18	27500000	42000000	105	84	69	109	43	134
18	27500000	42500000	82	51	61	99	44	124
18	27500000	43000000	76	48	53	100	40	137
18	27500000	43500000	64	49	43	96	72	148
18	27500000	44000000	55	37	46	99	34	131
18	27500000	44500000	63	38	42	87	37	106
18	27500000	45000000	53	31	28	54	23	85
18	27500000	45500000	44	21	28	91	50	89
18	27500000	46000000	43	43	35	68	35	99
18	27500000	46500000	73	41	37	77	38	110
18	27500000	47000000	78	44	49	84	50	110
18	27500000	47500000	93	45	65	101	59	164
18	27500000	48000000	78	44	51	109	63	110
18	27500000	48500000	35	21	23	45	14	36
18	27500000	49000000	31	16	18	42	21	66
18	27500000	49500000	43	30	27	81	27	85
18	27500000	50000000	45	17	24	52	16	42
18	27500000	50500000	17	17	12	27	9	27
18	27500000	51000000	71	40	55	80	33	79
18	27500000	51500000	103	60	80	133	58	171
18	27500000	52000000	70	45	60	85	39	93
18	27500000	52500000	79	51	51	112	45	105
18	27500000	53000000	87	53	56	127	55	141
18	27500000	53500000	88	37	57	91	36	140
18	27500000	54000000	60	33	34	85	27	73
18	27500000	54500000	58	61	53	80	25	70
18	27500000	55000000	62	42	41	76	23	84
18	27500000	55500000	28	16	16	26	6	34
18	28000000	28000000	7780	5412	7093	3164	3247	6273
18	28000000	28500000	7884	5575	7104	3544	3039	6288
18	28000000	29000000	2159	1695	1740	1224	906	1820
18	28000000	29500000	1821	1371	1510	1188	812	1883
18	28000000	30000000	1518	920	1192	971	656	1340
18	28000000	30500000	1079	674	771	727	464	1004
18	28000000	31000000	964	665	721	646	426	913
18	28000000	31500000	1047	529	767	785	492	1036
18	28000000	32000000	954	561	717	661	409	867
18	28000000	32500000	835	509	591	574	333	721
18	28000000	33000000	744	632	560	552	310	640
18	28000000	33500000	639	461	489	461	297	656
18	28000000	34000000	704	508	499	548	317	733
18	28000000	34500000	652	411	436	508	286	611
18	28000000	35000000	608	403	423	497	302	638
18	28000000	35500000	585	312	407	446	223	548
18	28000000	36000000	606	391	422	456	253	499
18	28000000	36500000	503	409	366	378	226	529
18	28000000	37000000	498	421	328	398	230	554
18	28000000	37500000	312	289	227	265	162	404
18	28000000	38000000	308	263	218	256	136	356
18	28000000	38500000	432	302	281	330	211	510
18	28000000	39000000	422	323	277	336	168	465
18	28000000	39500000	291	245	205	288	136	317
18	28000000	40000000	340	212	216	264	152	355
18	28000000	40500000	248	189	171	246	111	280
18	28000000	41000000	338	246	206	264	168	369
18	28000000	41500000	249	211	188	252	130	272
18	28000000	42000000	177	176	126	162	78	239
18	28000000	42500000	135	117	111	142	75	201
18	28000000	43000000	142	108	76	140	93	160
18	28000000	43500000	124	136	89	159	101	219
18	28000000	44000000	100	97	71	120	65	187
18	28000000	44500000	84	78	61	114	70	135
18	28000000	45000000	81	88	49	84	52	118
18	28000000	45500000	80	71	47	108	55	141
18	28000000	46000000	79	70	45	113	58	123
18	28000000	46500000	94	90	82	117	45	165
18	28000000	47000000	95	108	54	112	72	158
18	28000000	47500000	133	102	86	154	94	158
18	28000000	48000000	109	68	71	127	56	144
18	28000000	48500000	42	60	31	72	31	80
18	28000000	49000000	58	56	26	72	40	93
18	28000000	49500000	64	55	48	99	37	92
18	28000000	50000000	50	46	39	60	34	74
18	28000000	50500000	37	54	21	54	17	53
18	28000000	51000000	101	79	69	119	43	111
18	28000000	51500000	142	121	104	147	61	193
18	28000000	52000000	91	95	77	135	52	139
18	28000000	52500000	129	114	96	158	79	158
18	28000000	53000000	124	94	83	161	47	179
18	28000000	53500000	94	89	64	156	66	158
18	28000000	54000000	108	67	68	125	54	115
18	28000000	54500000	91	90	68	122	60	132
18	28000000	55000000	103	88	64	87	57	105
18	28000000	55500000	41	42	34	45	16	32
18	28500000	28500000	9375	5907	8948	3077	3879	7463
18	28500000	29000000	4275	3124	3701	1845	1696	3416
18	28500000	29500000	2690	1883	2271	1549	1270	2729
18	28500000	30000000	2086	1133	1702	1176	876	1902
18	28500000	30500000	1380	894	1028	887	595	1266
18	28500000	31000000	1157	723	911	774	483	1222
18	28500000	31500000	1420	797	1083	921	646	1380
18	28500000	32000000	1393	798	1130	802	560	1221
18	28500000	32500000	989	609	684	625	439	924
18	28500000	33000000	906	735	749	608	433	891
18	28500000	33500000	770	645	558	534	377	826
18	28500000	34000000	833	596	681	559	400	840
18	28500000	34500000	768	521	548	493	353	840
18	28500000	35000000	717	442	542	507	309	683
18	28500000	35500000	697	357	510	477	331	680
18	28500000	36000000	664	430	529	480	300	679
18	28500000	36500000	549	425	371	397	256	596
18	28500000	37000000	523	476	387	415	271	610
18	28500000	37500000	367	313	262	295	180	449
18	28500000	38000000	372	246	256	259	147	396
18	28500000	38500000	465	310	322	385	240	503
18	28500000	39000000	424	318	296	350	191	456
18	28500000	39500000	300	251	222	277	149	370
18	28500000	40000000	351	216	224	262	174	367
18	28500000	40500000	287	213	175	214	118	301
18	28500000	41000000	334	250	243	250	150	379
18	28500000	41500000	255	197	188	249	137	290
18	28500000	42000000	185	192	143	187	88	254
18	28500000	42500000	150	124	108	129	100	186
18	28500000	43000000	136	113	88	142	93	210
18	28500000	43500000	134	118	89	159	85	246
18	28500000	44000000	91	85	60	127	86	176
18	28500000	44500000	116	91	68	108	64	180
18	28500000	45000000	73	75	59	91	54	147
18	28500000	45500000	78	74	54	116	55	174
18	28500000	46000000	92	95	59	135	75	162
18	28500000	46500000	93	89	84	131	70	143
18	28500000	47000000	114	76	70	124	92	173
18	28500000	47500000	132	124	94	150	78	173
18	28500000	48000000	118	78	70	121	72	149
18	28500000	48500000	57	61	43	60	37	81
18	28500000	49000000	59	56	47	65	46	90
18	28500000	49500000	92	68	48	80	46	129
18	28500000	50000000	62	44	38	60	34	65
18	28500000	50500000	39	57	38	60	24	64
18	28500000	51000000	101	95	70	102	52	138
18	28500000	51500000	200	109	126	130	71	191
18	28500000	52000000	108	95	72	99	61	140
18	28500000	52500000	122	94	80	133	69	191
18	28500000	53000000	126	122	70	130	66	185
18	28500000	53500000	125	92	73	130	67	169
18	28500000	54000000	85	72	57	79	56	114
18	28500000	54500000	79	89	59	88	75	138
18	28500000	55000000	102	63	79	106	62	115
18	28500000	55500000	43	40	29	36	25	50
18	29000000	29000000	7532	5247	7261	2475	3371	6008
18	29000000	29500000	7271	5128	6349	2923	3008	6084
18	29000000	30000000	2175	1326	1858	1140	812	1777
18	29000000	30500000	1497	1013	1166	851	573	1251
18	29000000	31000000	1555	1088	1235	880	711	1415
18	29000000	31500000	1849	1133	1487	1069	785	1635
18	29000000	32000000	1370	783	1043	842	662	1291
18	29000000	32500000	1099	678	823	677	527	1054
18	29000000	33000000	1082	941	794	746	551	1124
18	29000000	33500000	733	651	532	581	373	753
18	29000000	34000000	699	587	568	504	351	761
18	29000000	34500000	530	368	402	357	203	583
18	29000000	35000000	460	296	325	293	224	433
18	29000000	35500000	434	275	307	249	142	363
18	29000000	36000000	485	358	365	300	191	468
18	29000000	36500000	562	486	416	397	276	598
18	29000000	37000000	608	548	424	386	281	502
18	29000000	37500000	493	425	373	373	246	558
18	29000000	38000000	501	384	329	350	248	498
18	29000000	38500000	383	273	284	308	182	429
18	29000000	39000000	301	300	225	246	163	337
18	29000000	39500000	306	271	239	287	199	373
18	29000000	40000000	337	258	300	259	163	402
18	29000000	40500000	317	236	222	253	166	380
18	29000000	41000000	241	253	208	245	144	325
18	29000000	41500000	214	185	130	174	110	203
18	29000000	42000000	250	286	171	209	143	325
18	29000000	42500000	203	158	178	211	128	254
18	29000000	43000000	163	163	111	192	107	216
18	29000000	43500000	188	158	133	204	122	264
18	29000000	44000000	130	126	66	148	87	201
18	29000000	44500000	155	121	107	181	116	223
18	29000000	45000000	128	108	83	179	104	214
18	29000000	45500000	134	99	80	117	63	142
18	29000000	46000000	114	140	78	172	89	225
18	29000000	46500000	127	135	99	163	89	227
18	29000000	47000000	120	123	83	126	82	152
18	29000000	47500000	142	85	104	142	73	152
18	29000000	48000000	90	79	66	86	57	124
18	29000000	48500000	79	77	51	104	57	120
18	29000000	49000000	88	79	57	94	38	126
18	29000000	49500000	92	97	65	100	48	133
18	29000000	50000000	75	76	47	94	52	127
18	29000000	50500000	89	85	70	104	54	110
18	29000000	51000000	138	118	77	127	71	152
18	29000000	51500000	126	112	83	117	70	155
18	29000000	52000000	162	127	76	136	65	180
